Nome,ID,Genere,Popolarità,Followers,Spotify URL,Nazionalità
Jovanotti,7tmMPdOmFvdRvbj2aWoiRi,italian adult pop,58,2523334,"<a href=""https://open.spotify.com/artist/7tmMPdOmFvdRvbj2aWoiRi"" target=""_blank"">https://open.spotify.com/artist/7tmMPdOmFvdRvbj2aWoiRi</a>",Italiana
Vasco Rossi,5l4nhyz8876RhgE2d18h65,classic italian pop,63,3412639,"<a href=""https://open.spotify.com/artist/5l4nhyz8876RhgE2d18h65"" target=""_blank"">https://open.spotify.com/artist/5l4nhyz8876RhgE2d18h65</a>",Italiana
Ligabue,7H8ZC8uHJMPZGLMApRRNIz,italian adult pop,59,1392970,"<a href=""https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz"" target=""_blank"">https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz</a>",Italiana
Laura Pausini,2e4nwiX8ZCU09LGLOpeqTH,europop,68,2406886,"<a href=""https://open.spotify.com/artist/2e4nwiX8ZCU09LGLOpeqTH"" target=""_blank"">https://open.spotify.com/artist/2e4nwiX8ZCU09LGLOpeqTH</a>",Italiana
Eros Ramazzotti,61J0BktHv7PuP3tjTPYXSX,italian adult pop,66,2124165,"<a href=""https://open.spotify.com/artist/61J0BktHv7PuP3tjTPYXSX"" target=""_blank"">https://open.spotify.com/artist/61J0BktHv7PuP3tjTPYXSX</a>",Italiana
Giorgia,0gm1lHoOXAdy5OB4AwFYRr,classic italian pop,54,938517,"<a href=""https://open.spotify.com/artist/0gm1lHoOXAdy5OB4AwFYRr"" target=""_blank"">https://open.spotify.com/artist/0gm1lHoOXAdy5OB4AwFYRr</a>",Italiana
Marco Mengoni,3xGlLcG9CUrs5MvFkSLOS5,italian adult pop,63,1938402,"<a href=""https://open.spotify.com/artist/3xGlLcG9CUrs5MvFkSLOS5"" target=""_blank"">https://open.spotify.com/artist/3xGlLcG9CUrs5MvFkSLOS5</a>",Italiana
Elisa,2ARH58Hit3yC6ziGdhma23,italian adult pop,58,1242561,"<a href=""https://open.spotify.com/artist/2ARH58Hit3yC6ziGdhma23"" target=""_blank"">https://open.spotify.com/artist/2ARH58Hit3yC6ziGdhma23</a>",Italiana
Tiziano Ferro,11TplWqOPQBTmg2eiSLt1m,italian adult pop,61,2090440,"<a href=""https://open.spotify.com/artist/11TplWqOPQBTmg2eiSLt1m"" target=""_blank"">https://open.spotify.com/artist/11TplWqOPQBTmg2eiSLt1m</a>",Italiana
Emma,0gzwXezN4IUHAwLufA6YcX,italian adult pop,60,903245,"<a href=""https://open.spotify.com/artist/0gzwXezN4IUHAwLufA6YcX"" target=""_blank"">https://open.spotify.com/artist/0gzwXezN4IUHAwLufA6YcX</a>",Italiana
Fabrizio De André,19HiWVd2g0XyJstBsbW2Qm,canzone d'autore,56,1147892,"<a href=""https://open.spotify.com/artist/19HiWVd2g0XyJstBsbW2Qm"" target=""_blank"">https://open.spotify.com/artist/19HiWVd2g0XyJstBsbW2Qm</a>",Italiana
Lucio Battisti,2caOYPej26UoQOyFnzXW3G,canzone d'autore,57,874691,"<a href=""https://open.spotify.com/artist/2caOYPej26UoQOyFnzXW3G"" target=""_blank"">https://open.spotify.com/artist/2caOYPej26UoQOyFnzXW3G</a>",Italiana
Cesare Cremonini,396Jr76018oUMR6QBnqT8T,italian adult pop,56,1129624,"<a href=""https://open.spotify.com/artist/396Jr76018oUMR6QBnqT8T"" target=""_blank"">https://open.spotify.com/artist/396Jr76018oUMR6QBnqT8T</a>",Italiana
Negramaro,1X9iZlQXfAAx4Vvmlqeao7,italian adult pop,56,1113994,"<a href=""https://open.spotify.com/artist/1X9iZlQXfAAx4Vvmlqeao7"" target=""_blank"">https://open.spotify.com/artist/1X9iZlQXfAAx4Vvmlqeao7</a>",Italiana
Zucchero,2KftmGt9sk1yLjsAoloC3M,italian adult pop,59,954297,"<a href=""https://open.spotify.com/artist/2KftmGt9sk1yLjsAoloC3M"" target=""_blank"">https://open.spotify.com/artist/2KftmGt9sk1yLjsAoloC3M</a>",Italiana
Biagio Antonacci,0Qd65xBSFzdm3zCEu2ThQF,classic italian pop,52,832424,"<a href=""https://open.spotify.com/artist/0Qd65xBSFzdm3zCEu2ThQF"" target=""_blank"">https://open.spotify.com/artist/0Qd65xBSFzdm3zCEu2ThQF</a>",Italiana
Mina,3HL1CyOnDLFJo1Rr8YBlKy,classic italian pop,59,801360,"<a href=""https://open.spotify.com/artist/3HL1CyOnDLFJo1Rr8YBlKy"" target=""_blank"">https://open.spotify.com/artist/3HL1CyOnDLFJo1Rr8YBlKy</a>",Italiana
Carmen Consoli,6C3OLzdOvBI9yCOCf7iC4E,classic italian pop,43,139293,"<a href=""https://open.spotify.com/artist/6C3OLzdOvBI9yCOCf7iC4E"" target=""_blank"">https://open.spotify.com/artist/6C3OLzdOvBI9yCOCf7iC4E</a>",Italiana
Nek,5mXMQJHLLfym1KyNcDrhoZ,europop,55,517783,"<a href=""https://open.spotify.com/artist/5mXMQJHLLfym1KyNcDrhoZ"" target=""_blank"">https://open.spotify.com/artist/5mXMQJHLLfym1KyNcDrhoZ</a>",Italiana
Subsonica,7DzxfMQ3VNYR5vw2UFjzSK,italian adult pop,45,288469,"<a href=""https://open.spotify.com/artist/7DzxfMQ3VNYR5vw2UFjzSK"" target=""_blank"">https://open.spotify.com/artist/7DzxfMQ3VNYR5vw2UFjzSK</a>",Italiana
Caparezza,4l0PmbNvFq3m5JaUuAPbcB,italian adult pop,52,900215,"<a href=""https://open.spotify.com/artist/4l0PmbNvFq3m5JaUuAPbcB"" target=""_blank"">https://open.spotify.com/artist/4l0PmbNvFq3m5JaUuAPbcB</a>",Italiana
Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,classic italian pop,54,730797,"<a href=""https://open.spotify.com/artist/4lianjyuR1tqf6oUX8kjrZ"" target=""_blank"">https://open.spotify.com/artist/4lianjyuR1tqf6oUX8kjrZ</a>",Italiana
Giusy Ferreri,0dwEXtB6gceh7EO7tCsxhD,italian adult pop,48,651934,"<a href=""https://open.spotify.com/artist/0dwEXtB6gceh7EO7tCsxhD"" target=""_blank"">https://open.spotify.com/artist/0dwEXtB6gceh7EO7tCsxhD</a>",Italiana
Francesco De Gregori,16FJYC4FqKhZXiXIzMI4ul,canzone d'autore,52,722814,"<a href=""https://open.spotify.com/artist/16FJYC4FqKhZXiXIzMI4ul"" target=""_blank"">https://open.spotify.com/artist/16FJYC4FqKhZXiXIzMI4ul</a>",Italiana
Daniele Silvestri,6q8f3fxaWqkXzkbxtKOzYF,classic italian pop,46,271096,"<a href=""https://open.spotify.com/artist/6q8f3fxaWqkXzkbxtKOzYF"" target=""_blank"">https://open.spotify.com/artist/6q8f3fxaWqkXzkbxtKOzYF</a>",Italiana
Renato Zero,7i7EQonx0GrqoKiNQL4gFO,classic italian pop,51,819199,"<a href=""https://open.spotify.com/artist/7i7EQonx0GrqoKiNQL4gFO"" target=""_blank"">https://open.spotify.com/artist/7i7EQonx0GrqoKiNQL4gFO</a>",Italiana
Antonello Venditti,3hYLJPJuDyblFKersEaFd6,canzone d'autore,53,768841,"<a href=""https://open.spotify.com/artist/3hYLJPJuDyblFKersEaFd6"" target=""_blank"">https://open.spotify.com/artist/3hYLJPJuDyblFKersEaFd6</a>",Italiana
Nino D'Angelo,4xhEhRE75hHgXMeNeeTTsx,canzone napoletana,48,192433,"<a href=""https://open.spotify.com/artist/4xhEhRE75hHgXMeNeeTTsx"" target=""_blank"">https://open.spotify.com/artist/4xhEhRE75hHgXMeNeeTTsx</a>",Italiana
Malika Ayane,5jcswtptZttxBwWKXbR5k5,classic italian pop,43,354464,"<a href=""https://open.spotify.com/artist/5jcswtptZttxBwWKXbR5k5"" target=""_blank"">https://open.spotify.com/artist/5jcswtptZttxBwWKXbR5k5</a>",Italiana
Francesco Renga,3TAYxk5QBcHunmb0qkeTn2,italian adult pop,46,646359,"<a href=""https://open.spotify.com/artist/3TAYxk5QBcHunmb0qkeTn2"" target=""_blank"">https://open.spotify.com/artist/3TAYxk5QBcHunmb0qkeTn2</a>",Italiana
Ligabue,7H8ZC8uHJMPZGLMApRRNIz,italian adult pop,59,1392970,"<a href=""https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz"" target=""_blank"">https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz</a>",Italiana
Max Pezzali,6FcVd3KlRxozcLl19FMXu9,italian adult pop,48,772102,"<a href=""https://open.spotify.com/artist/6FcVd3KlRxozcLl19FMXu9"" target=""_blank"">https://open.spotify.com/artist/6FcVd3KlRxozcLl19FMXu9</a>",Italiana
Gianna Nannini,0h0p7RkMjCUMdcf0nXmHjX,classic italian pop,51,554260,"<a href=""https://open.spotify.com/artist/0h0p7RkMjCUMdcf0nXmHjX"" target=""_blank"">https://open.spotify.com/artist/0h0p7RkMjCUMdcf0nXmHjX</a>",Italiana
Pooh,6dmT9Ks01aMhsYEKitt5oR,classic italian pop,49,419124,"<a href=""https://open.spotify.com/artist/6dmT9Ks01aMhsYEKitt5oR"" target=""_blank"">https://open.spotify.com/artist/6dmT9Ks01aMhsYEKitt5oR</a>",Italiana
Claudio Baglioni,5zBAb4P2NoTps0shbgZvgj,classic italian pop,52,927412,"<a href=""https://open.spotify.com/artist/5zBAb4P2NoTps0shbgZvgj"" target=""_blank"">https://open.spotify.com/artist/5zBAb4P2NoTps0shbgZvgj</a>",Italiana
Edoardo Bennato,7AWtkwVftjGXkoCIEvI7fW,canzone d'autore,50,308852,"<a href=""https://open.spotify.com/artist/7AWtkwVftjGXkoCIEvI7fW"" target=""_blank"">https://open.spotify.com/artist/7AWtkwVftjGXkoCIEvI7fW</a>",Italiana
Raf,3rlKqNmhaP9UiC0wFQyFS3,classic italian pop,50,443640,"<a href=""https://open.spotify.com/artist/3rlKqNmhaP9UiC0wFQyFS3"" target=""_blank"">https://open.spotify.com/artist/3rlKqNmhaP9UiC0wFQyFS3</a>",Italiana
Pino Daniele,2eFv7NVs8R6Go7msuqikeg,canzone d'autore,57,911585,"<a href=""https://open.spotify.com/artist/2eFv7NVs8R6Go7msuqikeg"" target=""_blank"">https://open.spotify.com/artist/2eFv7NVs8R6Go7msuqikeg</a>",Italiana
Modà,3ALm6zJLaJMWV0r89kuYtu,italian adult pop,53,882623,"<a href=""https://open.spotify.com/artist/3ALm6zJLaJMWV0r89kuYtu"" target=""_blank"">https://open.spotify.com/artist/3ALm6zJLaJMWV0r89kuYtu</a>",Italiana
Raphael Gualazzi,6hu9cUsJDFg2kUkAAjOepA,,37,55293,"<a href=""https://open.spotify.com/artist/6hu9cUsJDFg2kUkAAjOepA"" target=""_blank"">https://open.spotify.com/artist/6hu9cUsJDFg2kUkAAjOepA</a>",Italiana
Malika Ayane,5jcswtptZttxBwWKXbR5k5,classic italian pop,43,354464,"<a href=""https://open.spotify.com/artist/5jcswtptZttxBwWKXbR5k5"" target=""_blank"">https://open.spotify.com/artist/5jcswtptZttxBwWKXbR5k5</a>",Italiana
Antonello Venditti,3hYLJPJuDyblFKersEaFd6,canzone d'autore,53,768841,"<a href=""https://open.spotify.com/artist/3hYLJPJuDyblFKersEaFd6"" target=""_blank"">https://open.spotify.com/artist/3hYLJPJuDyblFKersEaFd6</a>",Italiana
Carmen Consoli,6C3OLzdOvBI9yCOCf7iC4E,classic italian pop,43,139293,"<a href=""https://open.spotify.com/artist/6C3OLzdOvBI9yCOCf7iC4E"" target=""_blank"">https://open.spotify.com/artist/6C3OLzdOvBI9yCOCf7iC4E</a>",Italiana
Elisa,2ARH58Hit3yC6ziGdhma23,italian adult pop,58,1242561,"<a href=""https://open.spotify.com/artist/2ARH58Hit3yC6ziGdhma23"" target=""_blank"">https://open.spotify.com/artist/2ARH58Hit3yC6ziGdhma23</a>",Italiana
Giorgia,0gm1lHoOXAdy5OB4AwFYRr,classic italian pop,54,938517,"<a href=""https://open.spotify.com/artist/0gm1lHoOXAdy5OB4AwFYRr"" target=""_blank"">https://open.spotify.com/artist/0gm1lHoOXAdy5OB4AwFYRr</a>",Italiana
Biagio Antonacci,0Qd65xBSFzdm3zCEu2ThQF,classic italian pop,52,832424,"<a href=""https://open.spotify.com/artist/0Qd65xBSFzdm3zCEu2ThQF"" target=""_blank"">https://open.spotify.com/artist/0Qd65xBSFzdm3zCEu2ThQF</a>",Italiana
Renato Zero,7i7EQonx0GrqoKiNQL4gFO,classic italian pop,51,819199,"<a href=""https://open.spotify.com/artist/7i7EQonx0GrqoKiNQL4gFO"" target=""_blank"">https://open.spotify.com/artist/7i7EQonx0GrqoKiNQL4gFO</a>",Italiana
Biagio Antonacci,0Qd65xBSFzdm3zCEu2ThQF,classic italian pop,52,832424,"<a href=""https://open.spotify.com/artist/0Qd65xBSFzdm3zCEu2ThQF"" target=""_blank"">https://open.spotify.com/artist/0Qd65xBSFzdm3zCEu2ThQF</a>",Italiana
Fabri Fibra,7u710e44HW3K7A5eTnRqHC,italian hip hop,63,1398332,"<a href=""https://open.spotify.com/artist/7u710e44HW3K7A5eTnRqHC"" target=""_blank"">https://open.spotify.com/artist/7u710e44HW3K7A5eTnRqHC</a>",Italiana
Alessandra Amoroso,2pjb5ffSoVTr5lRYQXlnPu,italian adult pop,53,1484193,"<a href=""https://open.spotify.com/artist/2pjb5ffSoVTr5lRYQXlnPu"" target=""_blank"">https://open.spotify.com/artist/2pjb5ffSoVTr5lRYQXlnPu</a>",Italiana
Marracash,5AZuEF0feCXMkUCwQiQlW7,italian hip hop,72,2223998,"<a href=""https://open.spotify.com/artist/5AZuEF0feCXMkUCwQiQlW7"" target=""_blank"">https://open.spotify.com/artist/5AZuEF0feCXMkUCwQiQlW7</a>",Italiana
Ligabue,7H8ZC8uHJMPZGLMApRRNIz,italian adult pop,59,1392970,"<a href=""https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz"" target=""_blank"">https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz</a>",Italiana
Marracash,5AZuEF0feCXMkUCwQiQlW7,italian hip hop,72,2223998,"<a href=""https://open.spotify.com/artist/5AZuEF0feCXMkUCwQiQlW7"" target=""_blank"">https://open.spotify.com/artist/5AZuEF0feCXMkUCwQiQlW7</a>",Italiana
Elisa,2ARH58Hit3yC6ziGdhma23,italian adult pop,58,1242561,"<a href=""https://open.spotify.com/artist/2ARH58Hit3yC6ziGdhma23"" target=""_blank"">https://open.spotify.com/artist/2ARH58Hit3yC6ziGdhma23</a>",Italiana
Pino Daniele,2eFv7NVs8R6Go7msuqikeg,canzone d'autore,57,911585,"<a href=""https://open.spotify.com/artist/2eFv7NVs8R6Go7msuqikeg"" target=""_blank"">https://open.spotify.com/artist/2eFv7NVs8R6Go7msuqikeg</a>",Italiana
Caparezza,4l0PmbNvFq3m5JaUuAPbcB,italian adult pop,52,900215,"<a href=""https://open.spotify.com/artist/4l0PmbNvFq3m5JaUuAPbcB"" target=""_blank"">https://open.spotify.com/artist/4l0PmbNvFq3m5JaUuAPbcB</a>",Italiana
Negrita,0Tuudqq2NACRXkvTQGazY2,italian adult pop,48,384402,"<a href=""https://open.spotify.com/artist/0Tuudqq2NACRXkvTQGazY2"" target=""_blank"">https://open.spotify.com/artist/0Tuudqq2NACRXkvTQGazY2</a>",Italiana
Ermal Meta,4XWTdNlsP8jqo5BDn5hgmd,italian adult pop,44,610790,"<a href=""https://open.spotify.com/artist/4XWTdNlsP8jqo5BDn5hgmd"" target=""_blank"">https://open.spotify.com/artist/4XWTdNlsP8jqo5BDn5hgmd</a>",Italiana
Mannarino,6C1PGrTsXqP3wo8kTRhrqm,folk rock italiano,48,355328,"<a href=""https://open.spotify.com/artist/6C1PGrTsXqP3wo8kTRhrqm"" target=""_blank"">https://open.spotify.com/artist/6C1PGrTsXqP3wo8kTRhrqm</a>",Italiana
Gazzelle,7KFOc3T4Xo8DVZt4PWw2qN,italian adult pop,62,783785,"<a href=""https://open.spotify.com/artist/7KFOc3T4Xo8DVZt4PWw2qN"" target=""_blank"">https://open.spotify.com/artist/7KFOc3T4Xo8DVZt4PWw2qN</a>",Italiana
Paolo Nutini,7x5rK9BClDQ8wmCkYAGsQp,british soul,63,1362281,"<a href=""https://open.spotify.com/artist/7x5rK9BClDQ8wmCkYAGsQp"" target=""_blank"">https://open.spotify.com/artist/7x5rK9BClDQ8wmCkYAGsQp</a>",Italiana
Thegiornalisti,6YBgd2LKccEB3pX6UaW1Yp,italian adult pop,54,1139425,"<a href=""https://open.spotify.com/artist/6YBgd2LKccEB3pX6UaW1Yp"" target=""_blank"">https://open.spotify.com/artist/6YBgd2LKccEB3pX6UaW1Yp</a>",Italiana
Levante,5mTg1ztZByLRHsOEtwmT4G,italian adult pop,46,241087,"<a href=""https://open.spotify.com/artist/5mTg1ztZByLRHsOEtwmT4G"" target=""_blank"">https://open.spotify.com/artist/5mTg1ztZByLRHsOEtwmT4G</a>",Italiana
Gigi D'Alessio,4eSMsVzRJHhN1aq0IvZcyn,canzone napoletana,55,495018,"<a href=""https://open.spotify.com/artist/4eSMsVzRJHhN1aq0IvZcyn"" target=""_blank"">https://open.spotify.com/artist/4eSMsVzRJHhN1aq0IvZcyn</a>",Italiana
Arisa,25x6MD0spNNS7z93Sat30K,italian adult pop,47,389347,"<a href=""https://open.spotify.com/artist/25x6MD0spNNS7z93Sat30K"" target=""_blank"">https://open.spotify.com/artist/25x6MD0spNNS7z93Sat30K</a>",Italiana
Annalisa,0EqkKYDK9EkKY5N7zU3FPv,italian adult pop,63,1226279,"<a href=""https://open.spotify.com/artist/0EqkKYDK9EkKY5N7zU3FPv"" target=""_blank"">https://open.spotify.com/artist/0EqkKYDK9EkKY5N7zU3FPv</a>",Italiana
Edoardo Bennato,7AWtkwVftjGXkoCIEvI7fW,canzone d'autore,50,308852,"<a href=""https://open.spotify.com/artist/7AWtkwVftjGXkoCIEvI7fW"" target=""_blank"">https://open.spotify.com/artist/7AWtkwVftjGXkoCIEvI7fW</a>",Italiana
Marlene Kuntz,1koU3PYin1x0g79oU9VB4A,italian alternative,31,100096,"<a href=""https://open.spotify.com/artist/1koU3PYin1x0g79oU9VB4A"" target=""_blank"">https://open.spotify.com/artist/1koU3PYin1x0g79oU9VB4A</a>",Italiana
Nino D'Angelo,4xhEhRE75hHgXMeNeeTTsx,canzone napoletana,48,192433,"<a href=""https://open.spotify.com/artist/4xhEhRE75hHgXMeNeeTTsx"" target=""_blank"">https://open.spotify.com/artist/4xhEhRE75hHgXMeNeeTTsx</a>",Italiana
Ligabue,7H8ZC8uHJMPZGLMApRRNIz,italian adult pop,59,1392970,"<a href=""https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz"" target=""_blank"">https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz</a>",Italiana
Carmen Consoli,6C3OLzdOvBI9yCOCf7iC4E,classic italian pop,43,139293,"<a href=""https://open.spotify.com/artist/6C3OLzdOvBI9yCOCf7iC4E"" target=""_blank"">https://open.spotify.com/artist/6C3OLzdOvBI9yCOCf7iC4E</a>",Italiana
Max Pezzali,6FcVd3KlRxozcLl19FMXu9,italian adult pop,48,772102,"<a href=""https://open.spotify.com/artist/6FcVd3KlRxozcLl19FMXu9"" target=""_blank"">https://open.spotify.com/artist/6FcVd3KlRxozcLl19FMXu9</a>",Italiana
Mina,3HL1CyOnDLFJo1Rr8YBlKy,classic italian pop,59,801360,"<a href=""https://open.spotify.com/artist/3HL1CyOnDLFJo1Rr8YBlKy"" target=""_blank"">https://open.spotify.com/artist/3HL1CyOnDLFJo1Rr8YBlKy</a>",Italiana
Fabri Fibra,7u710e44HW3K7A5eTnRqHC,italian hip hop,63,1398332,"<a href=""https://open.spotify.com/artist/7u710e44HW3K7A5eTnRqHC"" target=""_blank"">https://open.spotify.com/artist/7u710e44HW3K7A5eTnRqHC</a>",Italiana
Enrico Ruggeri,74GAIbV9WqMEciQF9kgZYj,classic italian pop,34,104130,"<a href=""https://open.spotify.com/artist/74GAIbV9WqMEciQF9kgZYj"" target=""_blank"">https://open.spotify.com/artist/74GAIbV9WqMEciQF9kgZYj</a>",Italiana
Malika Ayane,5jcswtptZttxBwWKXbR5k5,classic italian pop,43,354464,"<a href=""https://open.spotify.com/artist/5jcswtptZttxBwWKXbR5k5"" target=""_blank"">https://open.spotify.com/artist/5jcswtptZttxBwWKXbR5k5</a>",Italiana
Fabrizio Moro,3ebOqZZsLCDAkLS6QdI8cc,italian adult pop,47,676008,"<a href=""https://open.spotify.com/artist/3ebOqZZsLCDAkLS6QdI8cc"" target=""_blank"">https://open.spotify.com/artist/3ebOqZZsLCDAkLS6QdI8cc</a>",Italiana
Benji & Fede,2nftqfbLohpDYzY8VUlvbm,italian adult pop,46,1166447,"<a href=""https://open.spotify.com/artist/2nftqfbLohpDYzY8VUlvbm"" target=""_blank"">https://open.spotify.com/artist/2nftqfbLohpDYzY8VUlvbm</a>",Italiana
Irama,5iot8OPcosJN9nCl7I5SdK,italian adult pop,60,1996306,"<a href=""https://open.spotify.com/artist/5iot8OPcosJN9nCl7I5SdK"" target=""_blank"">https://open.spotify.com/artist/5iot8OPcosJN9nCl7I5SdK</a>",Italiana
Ligabue,7H8ZC8uHJMPZGLMApRRNIz,italian adult pop,59,1392970,"<a href=""https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz"" target=""_blank"">https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz</a>",Italiana
Carl Brave,29nrwultxQ8jENVmXoyMqK,italian adult pop,54,788623,"<a href=""https://open.spotify.com/artist/29nrwultxQ8jENVmXoyMqK"" target=""_blank"">https://open.spotify.com/artist/29nrwultxQ8jENVmXoyMqK</a>",Italiana
Motta,1gRsYpSd9fR8x92ppdlCg3,italian alternative,41,119516,"<a href=""https://open.spotify.com/artist/1gRsYpSd9fR8x92ppdlCg3"" target=""_blank"">https://open.spotify.com/artist/1gRsYpSd9fR8x92ppdlCg3</a>",Italiana
Ultimo,3hN3iJMbbBmqBSAMx5veDa,italian adult pop,64,3317860,"<a href=""https://open.spotify.com/artist/3hN3iJMbbBmqBSAMx5veDa"" target=""_blank"">https://open.spotify.com/artist/3hN3iJMbbBmqBSAMx5veDa</a>",Italiana
Salmo,3hBQ4zniNdQf1cqqo6hzuW,italian hip hop,71,2414947,"<a href=""https://open.spotify.com/artist/3hBQ4zniNdQf1cqqo6hzuW"" target=""_blank"">https://open.spotify.com/artist/3hBQ4zniNdQf1cqqo6hzuW</a>",Italiana
Loredana Bertè,2XpUprTohaksHpVjUtTvlx,classic italian pop,48,346528,"<a href=""https://open.spotify.com/artist/2XpUprTohaksHpVjUtTvlx"" target=""_blank"">https://open.spotify.com/artist/2XpUprTohaksHpVjUtTvlx</a>",Italiana
J-AX,2iK8weavvfS2xJCmzNzNE5,italian adult pop,55,2102610,"<a href=""https://open.spotify.com/artist/2iK8weavvfS2xJCmzNzNE5"" target=""_blank"">https://open.spotify.com/artist/2iK8weavvfS2xJCmzNzNE5</a>",Italiana
Fedez,3pgCLfNbw5ozIfoNsvDU7i,italian adult pop,60,2049492,"<a href=""https://open.spotify.com/artist/3pgCLfNbw5ozIfoNsvDU7i"" target=""_blank"">https://open.spotify.com/artist/3pgCLfNbw5ozIfoNsvDU7i</a>",Italiana
Jovanotti,7tmMPdOmFvdRvbj2aWoiRi,italian adult pop,58,2523334,"<a href=""https://open.spotify.com/artist/7tmMPdOmFvdRvbj2aWoiRi"" target=""_blank"">https://open.spotify.com/artist/7tmMPdOmFvdRvbj2aWoiRi</a>",Italiana
Zucchero,2KftmGt9sk1yLjsAoloC3M,italian adult pop,59,954297,"<a href=""https://open.spotify.com/artist/2KftmGt9sk1yLjsAoloC3M"" target=""_blank"">https://open.spotify.com/artist/2KftmGt9sk1yLjsAoloC3M</a>",Italiana
Francesco De Gregori,16FJYC4FqKhZXiXIzMI4ul,canzone d'autore,52,722814,"<a href=""https://open.spotify.com/artist/16FJYC4FqKhZXiXIzMI4ul"" target=""_blank"">https://open.spotify.com/artist/16FJYC4FqKhZXiXIzMI4ul</a>",Italiana
Ligabue,7H8ZC8uHJMPZGLMApRRNIz,italian adult pop,59,1392970,"<a href=""https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz"" target=""_blank"">https://open.spotify.com/artist/7H8ZC8uHJMPZGLMApRRNIz</a>",Italiana
Nek,5mXMQJHLLfym1KyNcDrhoZ,europop,55,517783,"<a href=""https://open.spotify.com/artist/5mXMQJHLLfym1KyNcDrhoZ"" target=""_blank"">https://open.spotify.com/artist/5mXMQJHLLfym1KyNcDrhoZ</a>",Italiana
Subsonica,7DzxfMQ3VNYR5vw2UFjzSK,italian adult pop,45,288469,"<a href=""https://open.spotify.com/artist/7DzxfMQ3VNYR5vw2UFjzSK"" target=""_blank"">https://open.spotify.com/artist/7DzxfMQ3VNYR5vw2UFjzSK</a>",Italiana
Caparezza,4l0PmbNvFq3m5JaUuAPbcB,italian adult pop,52,900215,"<a href=""https://open.spotify.com/artist/4l0PmbNvFq3m5JaUuAPbcB"" target=""_blank"">https://open.spotify.com/artist/4l0PmbNvFq3m5JaUuAPbcB</a>",Italiana
Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,classic italian pop,54,730797,"<a href=""https://open.spotify.com/artist/4lianjyuR1tqf6oUX8kjrZ"" target=""_blank"">https://open.spotify.com/artist/4lianjyuR1tqf6oUX8kjrZ</a>",Italiana
Giusy Ferreri,0dwEXtB6gceh7EO7tCsxhD,italian adult pop,48,651934,"<a href=""https://open.spotify.com/artist/0dwEXtB6gceh7EO7tCsxhD"" target=""_blank"">https://open.spotify.com/artist/0dwEXtB6gceh7EO7tCsxhD</a>",Italiana
Daniele Silvestri,6q8f3fxaWqkXzkbxtKOzYF,classic italian pop,46,271096,"<a href=""https://open.spotify.com/artist/6q8f3fxaWqkXzkbxtKOzYF"" target=""_blank"">https://open.spotify.com/artist/6q8f3fxaWqkXzkbxtKOzYF</a>",Italiana
Renato Zero,7i7EQonx0GrqoKiNQL4gFO,classic italian pop,51,819199,"<a href=""https://open.spotify.com/artist/7i7EQonx0GrqoKiNQL4gFO"" target=""_blank"">https://open.spotify.com/artist/7i7EQonx0GrqoKiNQL4gFO</a>",Italiana
Antonello Venditti,3hYLJPJuDyblFKersEaFd6,canzone d'autore,53,768841,"<a href=""https://open.spotify.com/artist/3hYLJPJuDyblFKersEaFd6"" target=""_blank"">https://open.spotify.com/artist/3hYLJPJuDyblFKersEaFd6</a>",Italiana
Malika Ayane,5jcswtptZttxBwWKXbR5k5,classic italian pop,43,354464,"<a href=""https://open.spotify.com/artist/5jcswtptZttxBwWKXbR5k5"" target=""_blank"">https://open.spotify.com/artist/5jcswtptZttxBwWKXbR5k5</a>",Italiana
Beyoncé,6vWDO969PvNqNYHIOW5v0m,pop,82,36311311,"<a href=""https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m"" target=""_blank"">https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m</a>",Americana
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,chicago rap,88,21968042,"<a href=""https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x"" target=""_blank"">https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x</a>",Americana
Taylor Swift,06HL4z0CvFAxyc27GXpf02,pop,100,92369968,"<a href=""https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02"" target=""_blank"">https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02</a>",Americana
Drake,3TVXtAsR1Inumwj472S9r4,canadian hip hop,95,81850104,"<a href=""https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4"" target=""_blank"">https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4</a>",Americana
